timestamp,hostname,username,source_ip,source_port,event_type,action,status,message
2026-08-28T22:43:22.278530,web-prod-01,bob,192.168.1.10,58839,authentication,login,success,Aug 28 22:43:22 web-prod-01 sshd[4672]: Accepted password for bob from 192.168.1.10 port 58839 ssh2
2026-08-28T22:43:42.278530,db-prod-01,grace,192.168.1.20,34123,authentication,login,success,Aug 28 22:43:42 db-prod-01 sshd[8780]: Accepted password for grace from 192.168.1.20 port 34123 ssh2
2026-08-28T22:44:38.278530,auth-server,charlie,192.168.1.13,36626,authentication,login,success,Aug 28 22:44:38 auth-server sshd[3358]: Accepted password for charlie from 192.168.1.13 port 36626 ssh2
2026-08-28T22:45:42.278530,auth-server,bob,192.168.1.28,62109,authentication,login,success,Aug 28 22:45:42 auth-server sshd[7771]: Accepted password for bob from 192.168.1.28 port 62109 ssh2
2026-08-28T22:46:18.278530,app-stage-02,charlie,192.168.1.27,45467,authentication,login,failed,Aug 28 22:46:18 app-stage-02 sshd[5836]: Failed password for charlie from 192.168.1.27 port 45467 ssh2
2026-08-28T22:47:11.278530,auth-server,bob,192.168.1.25,59692,authentication,login,success,Aug 28 22:47:11 auth-server sshd[3879]: Accepted password for bob from 192.168.1.25 port 59692 ssh2
2026-08-28T22:47:47.278530,app-stage-02,emma,192.168.1.26,47574,authentication,login,success,Aug 28 22:47:47 app-stage-02 sshd[6535]: Accepted password for emma from 192.168.1.26 port 47574 ssh2
2026-08-28T22:48:29.278530,auth-server,bob,192.168.1.13,36434,authentication,login,success,Aug 28 22:48:29 auth-server sshd[9026]: Accepted password for bob from 192.168.1.13 port 36434 ssh2
2026-08-28T22:49:30.278530,web-prod-01,frank,192.168.1.28,62178,authentication,login,success,Aug 28 22:49:30 web-prod-01 sshd[2840]: Accepted password for frank from 192.168.1.28 port 62178 ssh2
2026-08-28T22:50:05.278530,srv-bastion,ian,192.168.1.12,32411,authentication,login,success,Aug 28 22:50:05 srv-bastion sshd[8190]: Accepted password for ian from 192.168.1.12 port 32411 ssh2
2026-08-28T22:51:18.278530,srv-bastion,ian,192.168.1.15,62671,authentication,login,success,Aug 28 22:51:18 srv-bastion sshd[6029]: Accepted password for ian from 192.168.1.15 port 62671 ssh2
2026-08-28T22:51:48.278530,auth-server,grace,192.168.1.21,49892,authentication,login,success,Aug 28 22:51:48 auth-server sshd[9937]: Accepted password for grace from 192.168.1.21 port 49892 ssh2
2026-08-28T22:53:43.278530,auth-server,grace,192.168.1.12,39183,authentication,login,success,Aug 28 22:53:43 auth-server sshd[3472]: Accepted password for grace from 192.168.1.12 port 39183 ssh2
2026-08-28T22:55:06.278530,web-prod-01,bob,192.168.1.13,54462,authentication,login,success,Aug 28 22:55:06 web-prod-01 sshd[5210]: Accepted password for bob from 192.168.1.13 port 54462 ssh2
2026-08-28T22:56:03.278530,app-stage-02,jack,192.168.1.22,58480,authentication,login,success,Aug 28 22:56:03 app-stage-02 sshd[5656]: Accepted password for jack from 192.168.1.22 port 58480 ssh2
2026-08-28T22:57:56.278530,app-stage-02,charlie,192.168.1.15,37346,authentication,login,success,Aug 28 22:57:56 app-stage-02 sshd[5094]: Accepted password for charlie from 192.168.1.15 port 37346 ssh2
2026-08-28T22:58:39.278530,app-stage-02,bob,192.168.1.18,62390,authentication,login,failed,Aug 28 22:58:39 app-stage-02 sshd[2681]: Failed password for bob from 192.168.1.18 port 62390 ssh2
2026-08-28T23:00:20.278530,srv-bastion,jack,192.168.1.12,48939,authentication,login,success,Aug 28 23:00:20 srv-bastion sshd[5834]: Accepted password for jack from 192.168.1.12 port 48939 ssh2
2026-08-28T23:02:04.278530,srv-bastion,jack,192.168.1.17,40387,authentication,login,success,Aug 28 23:02:04 srv-bastion sshd[7649]: Accepted password for jack from 192.168.1.17 port 40387 ssh2
2026-08-28T23:02:31.278530,srv-bastion,helen,192.168.1.19,42552,authentication,login,success,Aug 28 23:02:31 srv-bastion sshd[5337]: Accepted password for helen from 192.168.1.19 port 42552 ssh2
2026-08-28T23:04:28.278530,srv-bastion,bob,192.168.1.12,48512,authentication,login,failed,Aug 28 23:04:28 srv-bastion sshd[9327]: Failed password for bob from 192.168.1.12 port 48512 ssh2
2026-08-28T23:04:48.278530,srv-bastion,emma,192.168.1.14,37753,authentication,login,success,Aug 28 23:04:48 srv-bastion sshd[5222]: Accepted password for emma from 192.168.1.14 port 37753 ssh2
2026-08-28T23:05:56.278530,db-prod-01,bob,192.168.1.21,47965,authentication,login,success,Aug 28 23:05:56 db-prod-01 sshd[8499]: Accepted password for bob from 192.168.1.21 port 47965 ssh2
2026-08-28T23:06:41.278530,app-stage-02,grace,192.168.1.24,58308,authentication,login,failed,Aug 28 23:06:41 app-stage-02 sshd[2424]: Failed password for grace from 192.168.1.24 port 58308 ssh2
2026-08-28T23:07:59.278530,app-stage-02,ian,192.168.1.29,34521,authentication,login,success,Aug 28 23:07:59 app-stage-02 sshd[2481]: Accepted password for ian from 192.168.1.29 port 34521 ssh2
2026-08-28T23:08:33.278530,app-stage-02,grace,192.168.1.17,52976,authentication,login,success,Aug 28 23:08:33 app-stage-02 sshd[1213]: Accepted password for grace from 192.168.1.17 port 52976 ssh2
2026-08-28T23:09:14.278530,auth-server,ian,192.168.1.11,44648,authentication,login,success,Aug 28 23:09:14 auth-server sshd[7876]: Accepted password for ian from 192.168.1.11 port 44648 ssh2
2026-08-28T23:10:08.278530,srv-bastion,alice,192.168.1.24,46825,authentication,login,success,Aug 28 23:10:08 srv-bastion sshd[3112]: Accepted password for alice from 192.168.1.24 port 46825 ssh2
2026-08-28T23:12:05.278530,app-stage-02,alice,192.168.1.25,34200,authentication,login,success,Aug 28 23:12:05 app-stage-02 sshd[5198]: Accepted password for alice from 192.168.1.25 port 34200 ssh2
2026-08-28T23:12:15.278530,db-prod-01,bob,192.168.1.20,52334,authentication,login,success,Aug 28 23:12:15 db-prod-01 sshd[5277]: Accepted password for bob from 192.168.1.20 port 52334 ssh2
2026-08-28T23:13:04.278530,web-prod-01,jack,192.168.1.27,40491,authentication,login,success,Aug 28 23:13:04 web-prod-01 sshd[9933]: Accepted password for jack from 192.168.1.27 port 40491 ssh2
2026-08-28T23:14:08.278530,app-stage-02,helen,192.168.1.29,60277,authentication,login,success,Aug 28 23:14:08 app-stage-02 sshd[1065]: Accepted password for helen from 192.168.1.29 port 60277 ssh2
2026-08-28T23:14:36.278530,srv-bastion,helen,192.168.1.20,39810,authentication,login,success,Aug 28 23:14:36 srv-bastion sshd[4760]: Accepted password for helen from 192.168.1.20 port 39810 ssh2
2026-08-28T23:15:34.278530,app-stage-02,ian,192.168.1.11,44283,authentication,login,success,Aug 28 23:15:34 app-stage-02 sshd[7728]: Accepted password for ian from 192.168.1.11 port 44283 ssh2
2026-08-28T23:16:06.278530,srv-bastion,grace,192.168.1.21,64574,authentication,login,success,Aug 28 23:16:06 srv-bastion sshd[5909]: Accepted password for grace from 192.168.1.21 port 64574 ssh2
2026-08-28T23:17:46.278530,auth-server,jack,192.168.1.10,43468,authentication,login,success,Aug 28 23:17:46 auth-server sshd[6007]: Accepted password for jack from 192.168.1.10 port 43468 ssh2
2026-08-28T23:19:34.278530,app-stage-02,jack,192.168.1.24,62062,authentication,login,success,Aug 28 23:19:34 app-stage-02 sshd[7086]: Accepted password for jack from 192.168.1.24 port 62062 ssh2
2026-08-28T23:20:34.278530,app-stage-02,charlie,192.168.1.29,57358,authentication,login,success,Aug 28 23:20:34 app-stage-02 sshd[1556]: Accepted password for charlie from 192.168.1.29 port 57358 ssh2
2026-08-28T23:21:26.278530,db-prod-01,ian,192.168.1.23,56555,authentication,login,success,Aug 28 23:21:26 db-prod-01 sshd[5217]: Accepted password for ian from 192.168.1.23 port 56555 ssh2
2026-08-28T23:21:45.278530,auth-server,jack,192.168.1.12,49092,authentication,login,success,Aug 28 23:21:45 auth-server sshd[7179]: Accepted password for jack from 192.168.1.12 port 49092 ssh2
2026-08-28T23:22:08.278530,web-prod-01,bob,192.168.1.27,36618,authentication,login,success,Aug 28 23:22:08 web-prod-01 sshd[3567]: Accepted password for bob from 192.168.1.27 port 36618 ssh2
2026-08-28T23:22:59.278530,auth-server,helen,192.168.1.21,58080,authentication,login,success,Aug 28 23:22:59 auth-server sshd[1333]: Accepted password for helen from 192.168.1.21 port 58080 ssh2
2026-08-28T23:24:39.278530,app-stage-02,jack,192.168.1.16,59706,authentication,login,success,Aug 28 23:24:39 app-stage-02 sshd[6607]: Accepted password for jack from 192.168.1.16 port 59706 ssh2
2026-08-28T23:25:09.278530,auth-server,david,192.168.1.25,32067,authentication,login,success,Aug 28 23:25:09 auth-server sshd[9050]: Accepted password for david from 192.168.1.25 port 32067 ssh2
2026-08-28T23:27:08.278530,web-prod-01,david,192.168.1.13,31057,authentication,login,success,Aug 28 23:27:08 web-prod-01 sshd[8560]: Accepted password for david from 192.168.1.13 port 31057 ssh2
2026-08-28T23:27:39.278530,db-prod-01,frank,192.168.1.16,50952,authentication,login,success,Aug 28 23:27:39 db-prod-01 sshd[4218]: Accepted password for frank from 192.168.1.16 port 50952 ssh2
2026-08-28T23:27:51.278530,auth-server,frank,192.168.1.21,59105,authentication,login,success,Aug 28 23:27:51 auth-server sshd[9761]: Accepted password for frank from 192.168.1.21 port 59105 ssh2
2026-08-28T23:29:47.278530,auth-server,alice,192.168.1.12,56916,authentication,login,failed,Aug 28 23:29:47 auth-server sshd[1454]: Failed password for alice from 192.168.1.12 port 56916 ssh2
2026-08-28T23:31:44.278530,app-stage-02,jack,192.168.1.26,40325,authentication,login,success,Aug 28 23:31:44 app-stage-02 sshd[1494]: Accepted password for jack from 192.168.1.26 port 40325 ssh2
2026-08-28T23:32:24.278530,auth-server,jack,192.168.1.23,39135,authentication,login,success,Aug 28 23:32:24 auth-server sshd[2902]: Accepted password for jack from 192.168.1.23 port 39135 ssh2
2026-08-28T23:34:16.278530,web-prod-01,helen,192.168.1.18,62926,authentication,login,success,Aug 28 23:34:16 web-prod-01 sshd[2478]: Accepted password for helen from 192.168.1.18 port 62926 ssh2
2026-08-28T23:35:52.278530,srv-bastion,emma,192.168.1.12,42516,authentication,login,success,Aug 28 23:35:52 srv-bastion sshd[6171]: Accepted password for emma from 192.168.1.12 port 42516 ssh2
2026-08-28T23:36:16.278530,app-stage-02,charlie,192.168.1.22,62039,authentication,privilege_elevation,success,Aug 28 23:36:16 app-stage-02 sudo: charlie : TTY=pts/0 ; PWD=/home/charlie ; COMMAND=/usr/bin/apt-get update
2026-08-28T23:37:27.278530,auth-server,ian,192.168.1.21,34002,authentication,login,success,Aug 28 23:37:27 auth-server sshd[8042]: Accepted password for ian from 192.168.1.21 port 34002 ssh2
2026-08-28T23:37:42.278530,srv-bastion,ian,192.168.1.16,53679,authentication,login,success,Aug 28 23:37:42 srv-bastion sshd[7237]: Accepted password for ian from 192.168.1.16 port 53679 ssh2
2026-08-28T23:39:21.278530,srv-bastion,jack,192.168.1.25,55875,authentication,login,success,Aug 28 23:39:21 srv-bastion sshd[5101]: Accepted password for jack from 192.168.1.25 port 55875 ssh2
2026-08-28T23:40:16.278530,db-prod-01,emma,192.168.1.29,57761,authentication,privilege_elevation,success,Aug 28 23:40:16 db-prod-01 sudo: emma : TTY=pts/0 ; PWD=/home/emma ; COMMAND=/usr/bin/apt-get update
2026-08-28T23:40:39.278530,app-stage-02,ian,192.168.1.13,61460,authentication,login,success,Aug 28 23:40:39 app-stage-02 sshd[7838]: Accepted password for ian from 192.168.1.13 port 61460 ssh2
2026-08-28T23:41:05.278530,web-prod-01,frank,192.168.1.29,41766,authentication,login,success,Aug 28 23:41:05 web-prod-01 sshd[2958]: Accepted password for frank from 192.168.1.29 port 41766 ssh2
2026-08-28T23:42:13.278530,web-prod-01,alice,192.168.1.11,32565,authentication,login,success,Aug 28 23:42:13 web-prod-01 sshd[1809]: Accepted password for alice from 192.168.1.11 port 32565 ssh2
2026-08-28T23:43:24.278530,db-prod-01,bob,192.168.1.17,50401,authentication,login,success,Aug 28 23:43:24 db-prod-01 sshd[2036]: Accepted password for bob from 192.168.1.17 port 50401 ssh2
2026-08-28T23:44:13.278530,auth-server,jack,192.168.1.28,40556,authentication,login,success,Aug 28 23:44:13 auth-server sshd[4617]: Accepted password for jack from 192.168.1.28 port 40556 ssh2
2026-08-28T23:45:54.278530,app-stage-02,helen,192.168.1.16,32818,authentication,login,success,Aug 28 23:45:54 app-stage-02 sshd[9291]: Accepted password for helen from 192.168.1.16 port 32818 ssh2
2026-08-28T23:46:12.278530,web-prod-01,bob,192.168.1.23,47484,authentication,login,failed,Aug 28 23:46:12 web-prod-01 sshd[9637]: Failed password for bob from 192.168.1.23 port 47484 ssh2
2026-08-28T23:46:58.278530,app-stage-02,charlie,192.168.1.26,61060,authentication,login,success,Aug 28 23:46:58 app-stage-02 sshd[5257]: Accepted password for charlie from 192.168.1.26 port 61060 ssh2
2026-08-28T23:47:52.278530,auth-server,ian,192.168.1.15,42620,authentication,login,success,Aug 28 23:47:52 auth-server sshd[9569]: Accepted password for ian from 192.168.1.15 port 42620 ssh2
2026-08-28T23:49:01.278530,srv-bastion,jack,192.168.1.23,48493,authentication,login,success,Aug 28 23:49:01 srv-bastion sshd[1258]: Accepted password for jack from 192.168.1.23 port 48493 ssh2
2026-08-28T23:49:58.278530,db-prod-01,bob,192.168.1.16,52664,authentication,login,failed,Aug 28 23:49:58 db-prod-01 sshd[3820]: Failed password for bob from 192.168.1.16 port 52664 ssh2
2026-08-28T23:51:07.278530,web-prod-01,helen,192.168.1.23,62983,authentication,privilege_elevation,success,Aug 28 23:51:07 web-prod-01 sudo: helen : TTY=pts/0 ; PWD=/home/helen ; COMMAND=/usr/bin/apt-get update
2026-08-28T23:51:24.278530,srv-bastion,helen,192.168.1.19,37001,authentication,login,success,Aug 28 23:51:24 srv-bastion sshd[6421]: Accepted password for helen from 192.168.1.19 port 37001 ssh2
2026-08-28T23:53:04.278530,db-prod-01,jack,192.168.1.24,41069,authentication,login,success,Aug 28 23:53:04 db-prod-01 sshd[4999]: Accepted password for jack from 192.168.1.24 port 41069 ssh2
2026-08-28T23:54:48.278530,srv-bastion,david,192.168.1.29,63767,authentication,login,success,Aug 28 23:54:48 srv-bastion sshd[9743]: Accepted password for david from 192.168.1.29 port 63767 ssh2
2026-08-28T23:56:14.278530,app-stage-02,alice,192.168.1.16,35766,authentication,login,success,Aug 28 23:56:14 app-stage-02 sshd[7937]: Accepted password for alice from 192.168.1.16 port 35766 ssh2
2026-08-28T23:57:56.278530,web-prod-01,alice,192.168.1.18,58627,authentication,login,success,Aug 28 23:57:56 web-prod-01 sshd[9949]: Accepted password for alice from 192.168.1.18 port 58627 ssh2
2026-08-28T23:58:47.278530,srv-bastion,ian,192.168.1.24,50643,authentication,privilege_elevation,success,Aug 28 23:58:47 srv-bastion sudo: ian : TTY=pts/0 ; PWD=/home/ian ; COMMAND=/usr/bin/apt-get update
2026-08-28T23:59:51.278530,app-stage-02,bob,192.168.1.23,49527,authentication,login,success,Aug 28 23:59:51 app-stage-02 sshd[2745]: Accepted password for bob from 192.168.1.23 port 49527 ssh2
2026-08-29T00:01:35.278530,auth-server,david,192.168.1.15,60657,authentication,login,success,Aug 29 00:01:35 auth-server sshd[8439]: Accepted password for david from 192.168.1.15 port 60657 ssh2
2026-08-29T00:03:05.278530,web-prod-01,frank,192.168.1.16,61631,authentication,login,success,Aug 29 00:03:05 web-prod-01 sshd[3531]: Accepted password for frank from 192.168.1.16 port 61631 ssh2
2026-08-29T00:05:02.278530,app-stage-02,bob,192.168.1.23,49849,authentication,login,success,Aug 29 00:05:02 app-stage-02 sshd[7731]: Accepted password for bob from 192.168.1.23 port 49849 ssh2
2026-08-29T00:06:15.278530,db-prod-01,ian,192.168.1.24,59006,authentication,login,success,Aug 29 00:06:15 db-prod-01 sshd[2632]: Accepted password for ian from 192.168.1.24 port 59006 ssh2
2026-08-29T00:07:23.278530,db-prod-01,bob,192.168.1.13,45983,authentication,login,success,Aug 29 00:07:23 db-prod-01 sshd[7687]: Accepted password for bob from 192.168.1.13 port 45983 ssh2
2026-08-29T00:09:00.278530,web-prod-01,emma,192.168.1.26,61656,authentication,login,failed,Aug 29 00:09:00 web-prod-01 sshd[8390]: Failed password for emma from 192.168.1.26 port 61656 ssh2
2026-08-29T00:10:45.278530,app-stage-02,frank,192.168.1.14,61369,authentication,login,success,Aug 29 00:10:45 app-stage-02 sshd[3861]: Accepted password for frank from 192.168.1.14 port 61369 ssh2
2026-08-29T00:11:04.278530,web-prod-01,bob,192.168.1.10,30527,authentication,login,success,Aug 29 00:11:04 web-prod-01 sshd[9473]: Accepted password for bob from 192.168.1.10 port 30527 ssh2
2026-08-29T00:12:54.278530,srv-bastion,bob,192.168.1.17,63381,authentication,login,success,Aug 29 00:12:54 srv-bastion sshd[6162]: Accepted password for bob from 192.168.1.17 port 63381 ssh2
2026-08-29T00:14:11.278530,auth-server,ian,192.168.1.21,38506,authentication,login,success,Aug 29 00:14:11 auth-server sshd[8184]: Accepted password for ian from 192.168.1.21 port 38506 ssh2
2026-08-29T00:15:14.278530,auth-server,frank,192.168.1.24,61950,authentication,login,success,Aug 29 00:15:14 auth-server sshd[5955]: Accepted password for frank from 192.168.1.24 port 61950 ssh2
2026-08-29T00:16:54.278530,db-prod-01,helen,192.168.1.20,36002,authentication,login,success,Aug 29 00:16:54 db-prod-01 sshd[3417]: Accepted password for helen from 192.168.1.20 port 36002 ssh2
2026-08-29T00:18:32.278530,web-prod-01,emma,192.168.1.11,41888,authentication,login,success,Aug 29 00:18:32 web-prod-01 sshd[5430]: Accepted password for emma from 192.168.1.11 port 41888 ssh2
2026-08-29T00:19:15.278530,db-prod-01,frank,192.168.1.18,64099,authentication,login,failed,Aug 29 00:19:15 db-prod-01 sshd[2412]: Failed password for frank from 192.168.1.18 port 64099 ssh2
2026-08-29T00:20:10.278530,web-prod-01,emma,192.168.1.15,54036,authentication,login,success,Aug 29 00:20:10 web-prod-01 sshd[2963]: Accepted password for emma from 192.168.1.15 port 54036 ssh2
2026-08-29T00:21:12.278530,srv-bastion,david,192.168.1.10,45917,authentication,login,success,Aug 29 00:21:12 srv-bastion sshd[6556]: Accepted password for david from 192.168.1.10 port 45917 ssh2
2026-08-29T00:22:13.278530,srv-bastion,frank,192.168.1.23,36831,authentication,login,failed,Aug 29 00:22:13 srv-bastion sshd[6726]: Failed password for frank from 192.168.1.23 port 36831 ssh2
2026-08-29T00:22:53.278530,srv-bastion,jack,192.168.1.21,52771,authentication,login,success,Aug 29 00:22:53 srv-bastion sshd[9881]: Accepted password for jack from 192.168.1.21 port 52771 ssh2
2026-08-29T00:23:36.278530,auth-server,frank,192.168.1.14,55574,authentication,login,success,Aug 29 00:23:36 auth-server sshd[5797]: Accepted password for frank from 192.168.1.14 port 55574 ssh2
2026-08-29T00:24:24.278530,srv-bastion,grace,192.168.1.29,37457,authentication,login,success,Aug 29 00:24:24 srv-bastion sshd[2308]: Accepted password for grace from 192.168.1.29 port 37457 ssh2
2026-08-29T00:25:26.278530,srv-bastion,emma,192.168.1.21,64412,authentication,login,success,Aug 29 00:25:26 srv-bastion sshd[4881]: Accepted password for emma from 192.168.1.21 port 64412 ssh2
2026-08-29T00:26:32.278530,srv-bastion,frank,192.168.1.24,36641,authentication,login,success,Aug 29 00:26:32 srv-bastion sshd[9962]: Accepted password for frank from 192.168.1.24 port 36641 ssh2
2026-08-29T00:27:32.278530,db-prod-01,charlie,192.168.1.27,39402,authentication,login,success,Aug 29 00:27:32 db-prod-01 sshd[5721]: Accepted password for charlie from 192.168.1.27 port 39402 ssh2
2026-08-29T00:29:08.278530,app-stage-02,ian,192.168.1.29,47972,authentication,login,success,Aug 29 00:29:08 app-stage-02 sshd[2084]: Accepted password for ian from 192.168.1.29 port 47972 ssh2
2026-08-29T00:29:47.278530,web-prod-01,grace,192.168.1.20,37441,authentication,login,failed,Aug 29 00:29:47 web-prod-01 sshd[8819]: Failed password for grace from 192.168.1.20 port 37441 ssh2
2026-08-29T00:30:07.278530,web-prod-01,helen,192.168.1.26,50678,authentication,privilege_elevation,success,Aug 29 00:30:07 web-prod-01 sudo: helen : TTY=pts/0 ; PWD=/home/helen ; COMMAND=/usr/bin/apt-get update
2026-08-29T00:31:00.278530,srv-bastion,jack,192.168.1.16,45459,authentication,login,success,Aug 29 00:31:00 srv-bastion sshd[3338]: Accepted password for jack from 192.168.1.16 port 45459 ssh2
2026-08-29T00:31:35.278530,db-prod-01,alice,192.168.1.20,52769,authentication,login,success,Aug 29 00:31:35 db-prod-01 sshd[4740]: Accepted password for alice from 192.168.1.20 port 52769 ssh2
2026-08-29T00:33:21.278530,db-prod-01,grace,192.168.1.22,52196,authentication,login,success,Aug 29 00:33:21 db-prod-01 sshd[9978]: Accepted password for grace from 192.168.1.22 port 52196 ssh2
2026-08-29T00:34:28.278530,auth-server,bob,192.168.1.26,49449,authentication,login,failed,Aug 29 00:34:28 auth-server sshd[6244]: Failed password for bob from 192.168.1.26 port 49449 ssh2
2026-08-29T00:35:59.278530,app-stage-02,ian,192.168.1.15,61935,authentication,login,success,Aug 29 00:35:59 app-stage-02 sshd[1953]: Accepted password for ian from 192.168.1.15 port 61935 ssh2
2026-08-29T00:37:04.278530,db-prod-01,emma,192.168.1.21,30081,authentication,login,success,Aug 29 00:37:04 db-prod-01 sshd[5576]: Accepted password for emma from 192.168.1.21 port 30081 ssh2
2026-08-29T00:37:17.278530,srv-bastion,ian,192.168.1.23,39439,authentication,login,success,Aug 29 00:37:17 srv-bastion sshd[3299]: Accepted password for ian from 192.168.1.23 port 39439 ssh2
2026-08-29T00:38:55.278530,srv-bastion,grace,192.168.1.27,58607,authentication,privilege_elevation,success,Aug 29 00:38:55 srv-bastion sudo: grace : TTY=pts/0 ; PWD=/home/grace ; COMMAND=/usr/bin/apt-get update
2026-08-29T00:40:06.278530,web-prod-01,bob,192.168.1.19,35650,authentication,login,success,Aug 29 00:40:06 web-prod-01 sshd[6735]: Accepted password for bob from 192.168.1.19 port 35650 ssh2
2026-08-29T00:42:02.278530,srv-bastion,frank,192.168.1.19,32999,authentication,login,success,Aug 29 00:42:02 srv-bastion sshd[9179]: Accepted password for frank from 192.168.1.19 port 32999 ssh2
2026-08-29T00:43:57.278530,auth-server,charlie,192.168.1.23,38815,authentication,login,success,Aug 29 00:43:57 auth-server sshd[1550]: Accepted password for charlie from 192.168.1.23 port 38815 ssh2
2026-08-29T00:44:31.278530,auth-server,frank,192.168.1.28,51846,authentication,login,failed,Aug 29 00:44:31 auth-server sshd[7945]: Failed password for frank from 192.168.1.28 port 51846 ssh2
2026-08-29T00:45:05.278530,auth-server,ian,192.168.1.20,45083,authentication,login,success,Aug 29 00:45:05 auth-server sshd[3226]: Accepted password for ian from 192.168.1.20 port 45083 ssh2
2026-08-29T00:45:39.278530,web-prod-01,helen,192.168.1.12,62675,authentication,privilege_elevation,success,Aug 29 00:45:39 web-prod-01 sudo: helen : TTY=pts/0 ; PWD=/home/helen ; COMMAND=/usr/bin/apt-get update
2026-08-29T00:45:55.278530,db-prod-01,emma,192.168.1.22,44632,authentication,login,success,Aug 29 00:45:55 db-prod-01 sshd[3289]: Accepted password for emma from 192.168.1.22 port 44632 ssh2
2026-08-29T00:47:24.278530,web-prod-01,bob,192.168.1.15,61327,authentication,login,failed,Aug 29 00:47:24 web-prod-01 sshd[4500]: Failed password for bob from 192.168.1.15 port 61327 ssh2
2026-08-29T00:49:00.278530,web-prod-01,jack,192.168.1.14,50447,authentication,login,failed,Aug 29 00:49:00 web-prod-01 sshd[2697]: Failed password for jack from 192.168.1.14 port 50447 ssh2
2026-08-29T00:50:25.278530,srv-bastion,jack,192.168.1.19,45176,authentication,login,success,Aug 29 00:50:25 srv-bastion sshd[7463]: Accepted password for jack from 192.168.1.19 port 45176 ssh2
2026-08-29T00:51:41.278530,app-stage-02,helen,192.168.1.29,38334,authentication,login,success,Aug 29 00:51:41 app-stage-02 sshd[4180]: Accepted password for helen from 192.168.1.29 port 38334 ssh2
2026-08-29T00:53:27.278530,app-stage-02,jack,192.168.1.23,58075,authentication,login,success,Aug 29 00:53:27 app-stage-02 sshd[3007]: Accepted password for jack from 192.168.1.23 port 58075 ssh2
2026-08-29T00:54:35.278530,db-prod-01,david,192.168.1.21,57427,authentication,login,success,Aug 29 00:54:35 db-prod-01 sshd[4059]: Accepted password for david from 192.168.1.21 port 57427 ssh2
2026-08-29T00:55:20.278530,db-prod-01,helen,192.168.1.20,40585,authentication,login,success,Aug 29 00:55:20 db-prod-01 sshd[2356]: Accepted password for helen from 192.168.1.20 port 40585 ssh2
2026-08-29T00:55:40.278530,app-stage-02,emma,192.168.1.10,30472,authentication,login,failed,Aug 29 00:55:40 app-stage-02 sshd[5021]: Failed password for emma from 192.168.1.10 port 30472 ssh2
2026-08-29T00:57:13.278530,srv-bastion,charlie,192.168.1.25,55592,authentication,login,success,Aug 29 00:57:13 srv-bastion sshd[4140]: Accepted password for charlie from 192.168.1.25 port 55592 ssh2
2026-08-29T00:58:27.278530,app-stage-02,charlie,192.168.1.16,43109,authentication,login,success,Aug 29 00:58:27 app-stage-02 sshd[7404]: Accepted password for charlie from 192.168.1.16 port 43109 ssh2
2026-08-29T00:58:37.278530,srv-bastion,frank,192.168.1.29,49041,authentication,login,success,Aug 29 00:58:37 srv-bastion sshd[5492]: Accepted password for frank from 192.168.1.29 port 49041 ssh2
2026-08-29T01:00:15.278530,srv-bastion,bob,192.168.1.15,58215,authentication,login,success,Aug 29 01:00:15 srv-bastion sshd[8969]: Accepted password for bob from 192.168.1.15 port 58215 ssh2
2026-08-29T01:01:51.278530,db-prod-01,jack,192.168.1.15,43094,authentication,login,success,Aug 29 01:01:51 db-prod-01 sshd[3373]: Accepted password for jack from 192.168.1.15 port 43094 ssh2
2026-08-29T01:03:27.278530,auth-server,david,192.168.1.13,57484,authentication,login,success,Aug 29 01:03:27 auth-server sshd[1381]: Accepted password for david from 192.168.1.13 port 57484 ssh2
2026-08-29T01:03:37.278530,db-prod-01,bob,192.168.1.25,48661,authentication,login,success,Aug 29 01:03:37 db-prod-01 sshd[5020]: Accepted password for bob from 192.168.1.25 port 48661 ssh2
2026-08-29T01:04:02.278530,srv-bastion,emma,192.168.1.12,33576,authentication,login,failed,Aug 29 01:04:02 srv-bastion sshd[7967]: Failed password for emma from 192.168.1.12 port 33576 ssh2
2026-08-29T01:04:43.278530,web-prod-01,ian,192.168.1.17,40242,authentication,login,failed,Aug 29 01:04:43 web-prod-01 sshd[4023]: Failed password for ian from 192.168.1.17 port 40242 ssh2
2026-08-29T01:06:43.278530,db-prod-01,david,192.168.1.12,33599,authentication,login,success,Aug 29 01:06:43 db-prod-01 sshd[2162]: Accepted password for david from 192.168.1.12 port 33599 ssh2
2026-08-29T01:07:29.278530,srv-bastion,charlie,192.168.1.12,50115,authentication,login,success,Aug 29 01:07:29 srv-bastion sshd[2039]: Accepted password for charlie from 192.168.1.12 port 50115 ssh2
2026-08-29T01:08:49.278530,srv-bastion,jack,192.168.1.28,61545,authentication,login,success,Aug 29 01:08:49 srv-bastion sshd[7126]: Accepted password for jack from 192.168.1.28 port 61545 ssh2
2026-08-29T01:09:52.278530,srv-bastion,bob,192.168.1.26,42975,authentication,login,success,Aug 29 01:09:52 srv-bastion sshd[5486]: Accepted password for bob from 192.168.1.26 port 42975 ssh2
2026-08-29T01:10:24.278530,srv-bastion,emma,192.168.1.16,38173,authentication,login,success,Aug 29 01:10:24 srv-bastion sshd[9716]: Accepted password for emma from 192.168.1.16 port 38173 ssh2
2026-08-29T01:12:05.278530,auth-server,ian,192.168.1.22,50264,authentication,login,success,Aug 29 01:12:05 auth-server sshd[8565]: Accepted password for ian from 192.168.1.22 port 50264 ssh2
